LandContour,LotConfig,Neighborhood,BldgType,OverallQual,OverallCond,YearBuilt,CentralAir,X1stFlrSF,X2ndFlrSF,TotRmsAbvGrd,Fireplaces,PavedDrive,SalePrice
HLS,Inside,Timber,1Fam,9,5,2007,Y,1620,0,6,1,Y,315500
Lvl,Inside,Gilbert,1Fam,6,5,1998,Y,943,695,7,2,Y,192000
Lvl,Inside,SawyerW,1Fam,6,5,1991,Y,1294,0,6,0,Y,179200
Lvl,Inside,NridgHt,TwnhsE,7,5,2005,Y,1368,0,6,1,Y,202500
Lvl,Corner,NridgHt,1Fam,8,5,2007,Y,1600,0,7,1,Y,256300
Lvl,Inside,Somerst,TwnhsE,6,5,2008,Y,1726,0,6,1,Y,222000
Lvl,Inside,Somerst,TwnhsE,7,5,2004,Y,600,600,4,0,Y,155000
Lvl,Inside,SawyerW,Duplex,5,5,1979,Y,1114,1114,8,0,Y,147983
Low,Inside,CollgCr,1Fam,5,8,1972,Y,864,0,5,0,Y,119900
Lvl,Inside,Edwards,Duplex,5,5,1987,Y,1200,0,5,0,Y,179000
Lvl,Corner,NAmes,1Fam,6,6,1964,Y,1127,850,9,1,Y,165000
Lvl,Inside,Somerst,TwnhsE,6,5,2005,Y,600,600,5,0,Y,165000
Lvl,Inside,NAmes,1Fam,6,8,1964,Y,1020,831,7,1,Y,187000
Lvl,Corner,NridgHt,1Fam,8,5,2003,Y,1804,886,9,1,Y,370000
Lvl,Corner,Timber,1Fam,7,5,2003,Y,1072,942,9,0,Y,170000
Lvl,Corner,NAmes,1Fam,7,6,1966,Y,1216,941,8,2,Y,226000
Lvl,Inside,Timber,1Fam,9,5,2006,Y,1838,0,8,1,Y,315000
Lvl,Inside,CollgCr,1Fam,8,5,2006,Y,1500,0,7,1,Y,212999
Lvl,Inside,NoRidge,1Fam,8,5,1998,Y,2006,0,5,1,Y,350000
Lvl,Inside,Gilbert,1Fam,7,5,1999,Y,1005,1286,8,1,Y,230000
Lvl,Inside,MeadowV,TwnhsE,4,4,1972,Y,546,546,5,0,Y,79400
Bnk,Corner,OldTown,1Fam,7,6,1916,Y,815,875,7,1,Y,144000
Lvl,Inside,Crawfor,1Fam,6,8,1916,Y,1232,0,6,1,Y,147500
Lvl,Inside,Gilbert,1Fam,8,5,2002,Y,779,640,7,1,Y,184100
Lvl,Inside,NAmes,1Fam,6,5,1964,Y,1425,0,7,1,Y,180500
Lvl,Inside,NWAmes,1Fam,6,7,1974,Y,1548,1066,9,1,Y,240000
Bnk,Inside,SWISU,1Fam,5,5,1939,Y,992,473,6,2,Y,131000
Lvl,Inside,NAmes,1Fam,5,7,1958,Y,912,0,5,0,Y,120000
Lvl,Inside,Gilbert,1Fam,6,5,2000,Y,962,830,8,1,Y,186500
Lvl,Inside,Somerst,Twnhs,8,5,1999,Y,764,677,5,0,Y,174000
Lvl,Inside,NAmes,1Fam,5,8,1950,Y,864,0,5,0,Y,129000
Lvl,Inside,NWAmes,1Fam,5,5,1969,Y,1336,0,6,1,Y,163000
Lvl,Inside,IDOTRR,1Fam,3,5,1945,N,729,0,5,0,N,51689
Lvl,FR2,CollgCr,1Fam,7,5,2004,Y,1414,0,6,0,Y,185500
Lvl,Inside,NAmes,1Fam,5,7,1950,Y,988,0,6,0,Y,119000
Lvl,Corner,NAmes,1Fam,7,7,1948,Y,801,726,6,1,Y,152500
Lvl,Inside,OldTown,1Fam,6,8,1928,Y,720,0,5,0,Y,105900
Lvl,Inside,Gilbert,1Fam,7,5,2007,Y,1302,0,6,0,Y,176485
Lvl,Corner,NAmes,1Fam,6,5,1971,Y,981,0,5,0,Y,143250
Lvl,Inside,OldTown,1Fam,7,8,1930,N,502,502,5,1,N,105000
Lvl,Inside,CollgCr,1Fam,8,5,2006,Y,1466,1362,11,1,Y,424870
Lvl,CulDSac,NoRidge,1Fam,7,5,1992,Y,1166,1129,9,1,Y,268000
Lvl,Inside,Somerst,TwnhsE,7,5,2007,Y,703,689,5,0,Y,146000
Lvl,Inside,OldTown,2fmCon,5,3,1910,N,1128,1128,12,0,N,76500
Lvl,Inside,Blmngtn,TwnhsE,7,5,2005,Y,1248,0,5,0,Y,167240
Lvl,FR2,Mitchel,Twnhs,6,5,1998,Y,1216,0,5,0,Y,164000
Lvl,Inside,Gilbert,1Fam,7,5,1990,Y,1341,0,5,1,Y,171500
Lvl,Inside,NWAmes,1Fam,7,5,1988,Y,980,734,7,1,Y,196500
HLS,Inside,StoneBr,TwnhsE,8,5,1993,Y,1337,0,5,1,Y,180000
Lvl,Inside,Mitchel,1Fam,5,8,1982,Y,816,0,4,0,Y,138000
Bnk,Inside,OldTown,2fmCon,7,4,1910,N,964,925,9,1,N,122000
Lvl,Inside,SawyerW,1Fam,4,4,1966,Y,1056,0,5,0,Y,107000
Lvl,Corner,Sawyer,1Fam,5,4,1957,Y,1803,0,8,1,Y,155000
HLS,CulDSac,Crawfor,1Fam,8,5,1986,Y,2726,0,6,1,Y,315000
Lvl,Inside,Edwards,Twnhs,6,5,2004,Y,970,739,7,0,Y,130000
Lvl,Corner,IDOTRR,1Fam,4,6,1957,Y,1073,0,6,0,Y,140000
Lvl,Corner,SawyerW,1Fam,7,5,2005,Y,1400,0,6,0,Y,186800
Lvl,Inside,BrDale,Twnhs,6,5,1972,Y,483,504,5,1,Y,94500
Lvl,CulDSac,Timber,1Fam,6,8,1980,Y,1375,862,7,1,Y,204000
Lvl,FR2,NPkVill,TwnhsE,6,5,1976,Y,804,744,7,1,Y,146000
Lvl,Corner,NAmes,1Fam,7,7,1967,Y,1898,1080,11,1,Y,242000
Lvl,Inside,NAmes,1Fam,6,7,1964,Y,1092,0,6,0,Y,145000
Lvl,Corner,BrkSide,1Fam,5,6,1942,Y,955,498,7,2,Y,132000
Lvl,Inside,CollgCr,1Fam,7,5,2003,Y,1337,0,6,0,Y,185000
Lvl,Inside,NridgHt,1Fam,9,5,2005,Y,1182,1142,11,2,Y,345000
Lvl,Inside,IDOTRR,1Fam,6,6,1930,Y,768,0,4,0,N,93850
Lvl,Inside,OldTown,1Fam,4,7,1890,Y,1000,544,7,0,N,138000
Bnk,Inside,Blueste,TwnhsE,8,5,1988,Y,1020,0,4,0,Y,200000
Lvl,Inside,NridgHt,1Fam,7,5,2003,Y,1006,1040,8,1,Y,284000
Lvl,Inside,MeadowV,TwnhsE,4,4,1970,Y,546,546,6,0,Y,88000
Lvl,Inside,Crawfor,1Fam,7,9,1926,Y,1276,804,9,2,Y,234000
Lvl,Inside,Mitchel,1Fam,6,7,1940,Y,983,767,7,0,Y,160000
Lvl,Inside,Gilbert,1Fam,7,5,1999,Y,873,778,7,1,Y,185900
Lvl,Inside,NAmes,1Fam,5,5,1959,Y,1188,0,6,0,Y,142000
Lvl,Inside,Gilbert,1Fam,6,5,2007,Y,768,728,7,0,Y,181755
Lvl,Inside,NAmes,1Fam,6,6,1968,Y,952,0,5,0,Y,128500
Lvl,Inside,OldTown,1Fam,5,6,1959,Y,984,0,5,0,N,110000
Lvl,Inside,CollgCr,1Fam,8,5,1999,Y,1004,848,7,2,Y,230000
Lvl,Inside,NAmes,1Fam,6,7,1966,Y,1165,0,6,0,Y,174900
Lvl,Inside,Gilbert,1Fam,6,5,2006,Y,1326,0,6,0,Y,174190
Lvl,CulDSac,NAmes,1Fam,5,5,1961,Y,1187,0,6,1,Y,140500
Lvl,Inside,NAmes,1Fam,5,5,1953,Y,1210,0,7,0,Y,102900
Lvl,Corner,CollgCr,1Fam,7,5,2007,Y,1316,0,6,1,Y,200141
Lvl,Inside,BrDale,TwnhsE,5,5,1971,Y,765,600,6,0,Y,122500
Lvl,Inside,Somerst,1Fam,7,5,2005,Y,1113,858,8,1,Y,253000
Lvl,Inside,Gilbert,1Fam,7,5,2002,Y,864,1131,8,1,Y,219500
HLS,Inside,OldTown,1Fam,7,8,1946,Y,707,682,6,2,P,135000
Lvl,Inside,Blmngtn,TwnhsE,7,5,2004,Y,1548,0,7,1,Y,225000
Lvl,Inside,OldTown,2fmCon,4,6,1885,Y,1246,1044,11,0,N,122500
Lvl,Inside,Sawyer,1Fam,6,8,1963,Y,1068,0,6,0,Y,154500
Lvl,Inside,OldTown,1Fam,6,5,1962,Y,1611,875,8,1,Y,220000
Lvl,Inside,NAmes,1Fam,6,5,1950,N,765,368,5,0,Y,128500
Lvl,Inside,OldTown,1Fam,10,9,1893,Y,1521,1254,9,1,Y,325000
Lvl,Corner,BrkSide,1Fam,6,7,1929,Y,950,208,5,1,Y,120000
Lvl,Inside,Somerst,1Fam,8,5,2007,Y,955,919,8,1,Y,297900
Lvl,Inside,Somerst,1Fam,7,5,2005,Y,756,797,6,0,Y,186500
Lvl,Inside,Veenker,1Fam,8,9,1977,Y,1694,0,5,1,Y,318750
Lvl,Inside,BrDale,Twnhs,6,5,1973,Y,483,504,5,0,Y,103400
Lvl,Inside,OldTown,2fmCon,6,7,1905,N,1221,691,7,1,Y,163000
Low,Inside,Mitchel,1Fam,5,5,1977,Y,1126,0,5,1,P,160000
Lvl,Inside,OldTown,1Fam,5,6,1920,Y,1060,185,6,0,Y,100000
Lvl,Inside,NWAmes,1Fam,6,6,1975,Y,1109,766,8,1,Y,184500
Lvl,Inside,Blmngtn,TwnhsE,8,5,2003,Y,1456,0,7,1,Y,215000
Lvl,Inside,Sawyer,2fmCon,5,5,1968,N,890,0,5,0,Y,115000
Bnk,Inside,Crawfor,1Fam,6,6,1926,Y,672,644,6,1,P,145000
Lvl,Corner,NridgHt,1Fam,8,5,2004,Y,1618,0,6,1,Y,252000
Lvl,Inside,NAmes,1Fam,5,6,1964,Y,720,720,7,1,Y,157500
HLS,Inside,Crawfor,TwnhsE,8,5,2007,Y,1648,0,5,1,Y,230000
HLS,Inside,StoneBr,TwnhsE,9,5,2006,Y,1612,0,6,1,Y,319900
Lvl,Inside,NoRidge,1Fam,7,5,1996,Y,1383,1015,8,1,Y,315750
HLS,CulDSac,Gilbert,1Fam,9,5,2006,Y,1746,0,7,2,Y,377500
Lvl,Inside,CollgCr,1Fam,7,5,2002,Y,1444,0,6,0,Y,203000
Lvl,Inside,Somerst,1Fam,8,5,2007,Y,955,925,8,1,Y,310013
Lvl,Inside,Crawfor,1Fam,4,5,1922,Y,1180,0,5,1,Y,137500
Lvl,Inside,Sawyer,1Fam,6,5,1960,Y,1138,0,6,1,Y,148000
Lvl,Inside,Blmngtn,1Fam,7,5,2007,Y,1266,0,6,1,Y,159895
Lvl,Inside,Gilbert,1Fam,7,5,2004,Y,1119,0,5,0,Y,188500
Lvl,Inside,Gilbert,1Fam,6,5,2007,Y,752,752,6,0,Y,166000
Lvl,Corner,NAmes,1Fam,5,6,1954,Y,1008,0,4,1,Y,137000
Lvl,FR3,Mitchel,TwnhsE,6,5,1996,Y,936,0,3,0,Y,140000
Lvl,Inside,NoRidge,1Fam,8,5,1994,Y,1305,1189,9,1,Y,321000
Lvl,Inside,Edwards,1Fam,4,6,1963,Y,1088,0,4,0,P,110000
Lvl,Inside,Edwards,Twnhs,7,5,2004,Y,970,739,7,0,Y,137500
Lvl,Inside,OldTown,1Fam,6,8,1912,Y,780,780,7,0,N,159900
Lvl,FR2,Mitchel,TwnhsE,6,5,1998,Y,1204,0,5,0,Y,162000
