"","LandContour","LotConfig","Neighborhood","BldgType","OverallQual","OverallCond","YearBuilt","CentralAir","X1stFlrSF","X2ndFlrSF","TotRmsAbvGrd","Fireplaces","PavedDrive","SalePrice"
"1672","Bnk","Inside","ClearCr","1Fam","6","8",1908,"Y",1307,1051,10,1,"Y",240000
"1673","Lvl","Inside","Gilbert","1Fam","6","5",1999,"Y",957,1342,7,1,"Y",204000
"1674","Lvl","Inside","NoRidge","1Fam","7","5",1996,"Y",1277,1067,7,1,"Y",265000
"1675","Lvl","Inside","NAmes","1Fam","5","5",1962,"Y",1027,0,6,0,"Y",125900
"1676","Lvl","Inside","OldTown","1Fam","5","5",1923,"Y",1226,676,7,0,"Y",123500
"1677","Lvl","Inside","IDOTRR","1Fam","5","4",1919,"N",819,0,4,0,"N",72000
"1678","Lvl","CulDSac","NWAmes","1Fam","6","6",1972,"Y",735,660,6,1,"Y",162000
"1679","Lvl","Inside","StoneBr","1Fam","9","5",2005,"Y",1134,1370,11,1,"Y",325000
"1680","Lvl","Inside","CollgCr","1Fam","7","5",2006,"Y",939,858,8,0,"Y",213500
"1681","Lvl","CulDSac","SawyerW","1Fam","7","5",1993,"Y",1080,1017,9,1,"Y",228000
"1682","Lvl","Inside","Blueste","TwnhsE","6","6",1980,"Y",561,668,5,1,"Y",137000
"1683","Lvl","Inside","Edwards","TwnhsE","7","5",2004,"Y",976,732,7,0,"Y",130000
"1684","Lvl","Inside","NAmes","Duplex","4","5",1964,"N",1224,0,8,0,"Y",103000
"1685","Lvl","Inside","BrkSide","1Fam","6","5",1938,"Y",861,548,6,1,"Y",126000
"1686","Lvl","Inside","NAmes","1Fam","5","5",1971,"Y",864,0,5,0,"Y",123000
"1687","Bnk","Inside","Edwards","1Fam","4","6",1947,"Y",1169,0,8,1,"Y",127000
"1688","Lvl","Corner","Edwards","1Fam","5","7",1948,"Y",1325,0,6,1,"Y",216000
"1689","Lvl","CulDSac","NWAmes","1Fam","7","5",1978,"Y",2064,0,7,2,"Y",235000
"1690","Lvl","Inside","OldTown","1Fam","7","7",1900,"Y",848,580,7,0,"Y",139900
"1691","Lvl","Inside","Somerst","TwnhsE","7","5",2005,"Y",520,600,4,0,"Y",144152
"1692","Lvl","Inside","NAmes","1Fam","5","6",1967,"Y",1510,0,6,0,"Y",178900
"1693","Lvl","Inside","Somerst","Twnhs","6","5",2000,"Y",769,756,5,1,"Y",177000
"1694","Lvl","Inside","BrkSide","1Fam","3","2",1940,"Y",1306,0,6,0,"Y",76500
"1695","Lvl","Inside","Edwards","1Fam","4","5",1940,"Y",861,0,4,0,"Y",82500
"1696","Lvl","Corner","NoRidge","1Fam","8","5",1994,"Y",1987,0,7,1,"Y",301500
"1697","Lvl","Corner","Sawyer","1Fam","5","6",1963,"Y",970,0,5,0,"Y",132500
"1698","Lvl","Inside","NAmes","1Fam","5","5",1956,"Y",1104,0,5,0,"Y",133000
"1699","Lvl","Inside","BrkSide","1Fam","2","3",1936,"N",800,0,4,1,"N",60000
"1700","Lvl","Inside","NAmes","1Fam","5","6",1966,"Y",988,0,5,0,"Y",129250
"1701","Lvl","Corner","Gilbert","1Fam","6","5",1998,"Y",932,701,7,1,"Y",183000
"1702","Lvl","Corner","NAmes","1Fam","6","6",1958,"Y",1336,0,7,1,"Y",162000
"1703","Lvl","Inside","BrkSide","1Fam","5","6",1938,"Y",994,588,6,1,"Y",150000
"1704","Lvl","Corner","Gilbert","1Fam","7","5",2003,"Y",754,640,7,1,"Y",165500
"1705","Lvl","Inside","NPkVill","TwnhsE","7","6",1976,"Y",836,0,5,0,"Y",128500
"1706","Lvl","Inside","Somerst","1Fam","8","5",2005,"Y",1595,0,6,1,"Y",221500
"1707","Lvl","Inside","BrkSide","1Fam","5","7",1930,"Y",741,583,7,0,"Y",110000
"1708","Lvl","Inside","NAmes","1Fam","5","7",1956,"Y",1144,0,6,0,"Y",150000
"1709","Lvl","Inside","OldTown","1Fam","6","6",1915,"Y",1048,720,8,0,"Y",155000
"1710","Lvl","Inside","OldTown","1Fam","3","8",1930,"Y",713,0,5,0,"N",99800
"1711","HLS","Corner","Gilbert","1Fam","7","5",2005,"Y",1392,1070,9,1,"Y",320000
"1712","Lvl","Inside","SawyerW","1Fam","6","5",2005,"Y",1175,0,6,0,"Y",146000
"1713","Lvl","Inside","IDOTRR","1Fam","2","3",1949,"N",480,0,4,0,"Y",35311
"1714","Lvl","Corner","IDOTRR","1Fam","3","2",1915,"N",1013,0,6,0,"N",85000
"1715","Lvl","Inside","SawyerW","1Fam","6","5",1994,"Y",936,785,7,0,"Y",201000
"1716","Lvl","Inside","NAmes","1Fam","5","5",1957,"Y",922,0,5,0,"Y",116000
"1717","HLS","Inside","Timber","1Fam","7","5",2006,"Y",1689,0,7,0,"Y",231713
"1718","Lvl","Corner","OldTown","1Fam","2","4",1940,"N",612,0,4,0,"N",45000
"1719","Lvl","Inside","Timber","1Fam","8","5",2005,"Y",1133,1349,9,1,"Y",281213
"1720","Lvl","Inside","NAmes","1Fam","6","5",1969,"Y",1092,1020,9,2,"Y",206900
"1721","Lvl","Inside","Edwards","1Fam","5","5",1976,"Y",1033,0,6,0,"Y",165000
"1722","Lvl","Corner","Timber","1Fam","7","5",2003,"Y",1146,0,6,1,"Y",187500
"1723","Lvl","Corner","Sawyer","1Fam","4","4",1927,"N",756,0,4,0,"N",85000
"1724","Lvl","Inside","StoneBr","TwnhsE","8","5",1995,"Y",1616,0,5,1,"Y",236500
"1725","Lvl","CulDSac","NWAmes","1Fam","7","6",1976,"Y",1324,0,5,1,"Y",174000
"1726","Lvl","Inside","NAmes","1Fam","6","7",1964,"Y",1302,0,7,0,"Y",158000
"1727","Lvl","CulDSac","NAmes","1Fam","5","7",1961,"Y",964,0,5,1,"Y",137500
"1728","Lvl","Corner","Mitchel","1Fam","6","6",1975,"Y",1210,0,6,0,"Y",148000
"1729","Lvl","Inside","CollgCr","1Fam","7","5",1999,"Y",856,893,7,0,"Y",196000
"1730","Lvl","CulDSac","CollgCr","1Fam","5","5",1994,"Y",1022,0,6,0,"Y",139500
"1731","Lvl","Inside","Edwards","1Fam","5","6",1951,"N",1080,400,7,1,"Y",136500
"1732","Lvl","CulDSac","Crawfor","1Fam","5","5",1956,"Y",1898,0,7,2,"Y",236500
"1733","Lvl","Inside","CollgCr","1Fam","7","5",2000,"Y",992,873,7,1,"Y",235000
"1734","Lvl","Inside","SawyerW","1Fam","7","6",1989,"Y",1175,807,7,1,"Y",228500
"1735","Lvl","FR2","NPkVill","TwnhsE","6","6",1975,"Y",855,601,7,0,"Y",143000
"1736","Lvl","Inside","OldTown","2fmCon","5","5",1900,"N",830,797,10,0,"N",139500
"1737","Lvl","Inside","Somerst","Twnhs","6","5",1999,"Y",757,744,6,1,"Y",176500
"1738","Lvl","Inside","Edwards","Duplex","5","5",1987,"Y",1200,0,5,0,"Y",179000
"1739","Lvl","Inside","Crawfor","1Fam","6","7",1915,"Y",840,840,8,0,"Y",177000
"1740","Lvl","Inside","NAmes","1Fam","6","5",1960,"Y",1478,0,6,2,"Y",157500
"1741","HLS","Corner","Crawfor","1Fam","8","7",1929,"Y",792,725,7,2,"Y",230000
"1742","Lvl","Inside","BrDale","TwnhsE","5","5",1970,"Y",630,672,6,0,"Y",106000
"1743","HLS","Corner","Crawfor","1Fam","6","3",1923,"Y",819,784,7,1,"Y",138000
"1744","Low","Inside","ClearCr","1Fam","7","7",1977,"Y",1483,0,4,2,"Y",270000
"1745","Lvl","Inside","NAmes","1Fam","5","5",1968,"Y",1052,0,5,0,"Y",138500
"1746","Lvl","Inside","OldTown","1Fam","6","8",1935,"Y",861,517,6,0,"P",128900
"1747","Lvl","Inside","BrkSide","1Fam","4","6",1927,"N",520,0,4,0,"Y",68500
"1748","Lvl","CulDSac","Sawyer","1Fam","6","5",1978,"Y",1034,0,5,1,"Y",149900
"1749","Lvl","Corner","Somerst","1Fam","8","5",2004,"Y",1580,886,8,1,"Y",340000
"1750","Lvl","Inside","OldTown","1Fam","6","5",1917,"N",1134,924,8,1,"P",129500
"1751","Lvl","Corner","CollgCr","1Fam","7","5",1998,"Y",1070,869,8,1,"Y",227000
"1752","Lvl","Inside","SawyerW","1Fam","6","5",1992,"Y",810,793,7,0,"Y",175900
"1753","Lvl","Inside","NAmes","1Fam","6","3",1957,"Y",1478,0,6,2,"Y",156500
"1754","Lvl","Inside","NWAmes","1Fam","6","6",1969,"Y",1427,0,7,0,"Y",183000
"1755","Lvl","Inside","ClearCr","1Fam","5","5",1955,"Y",1867,0,7,3,"Y",190000
"1756","Lvl","CulDSac","NoRidge","1Fam","7","5",1996,"Y",1064,1061,12,2,"Y",279500
"1757","Lvl","Inside","SawyerW","Duplex","5","5",1979,"Y",1229,0,6,2,"Y",148325
"1758","Lvl","Inside","Somerst","1Fam","7","5",2006,"Y",1578,0,7,1,"Y",240000
"1759","Lvl","Corner","Sawyer","1Fam","6","7",1977,"Y",1212,0,6,1,"Y",151000
"1760","Lvl","Inside","NAmes","1Fam","6","8",1950,"Y",1112,556,6,0,"Y",140000
"1761","Lvl","Inside","NridgHt","1Fam","7","5",2009,"Y",1502,0,7,0,"Y",233170
"1762","Lvl","CulDSac","Sawyer","1Fam","5","5",1974,"Y",1037,0,5,0,"Y",129000
"1763","Lvl","Inside","SawyerW","TwnhsE","6","5",1990,"Y",1398,0,5,0,"Y",172000
"1764","Lvl","Inside","CollgCr","1Fam","5","7",1972,"Y",864,0,5,0,"Y",127000
"1765","Lvl","Corner","NAmes","1Fam","6","6",1959,"Y",1194,0,6,1,"Y",159500
"1766","Lvl","Inside","Timber","1Fam","6","5",1986,"Y",1651,0,7,1,"Y",184000
"1767","Lvl","Inside","Edwards","1Fam","5","6",1940,"Y",996,0,6,1,"Y",108000
"1768","Lvl","Inside","NridgHt","1Fam","9","5",2007,"Y",2552,0,8,2,"Y",479069
"1769","Lvl","Inside","CollgCr","1Fam","7","5",2003,"Y",1479,0,7,0,"Y",226000
"1770","Lvl","Inside","NAmes","1Fam","7","6",1966,"Y",1200,0,6,1,"Y",163500
"1771","Lvl","Inside","BrkSide","1Fam","5","5",1935,"Y",1144,594,6,1,"P",153000
"1772","Bnk","Inside","BrkSide","1Fam","4","7",1923,"Y",869,0,4,0,"Y",85500
"1773","Lvl","Corner","NridgHt","1Fam","10","5",2008,"Y",1728,568,10,1,"Y",451950
"1774","Lvl","Inside","Sawyer","1Fam","5","6",1962,"Y",1211,0,6,1,"Y",144000
"1775","Lvl","Inside","NWAmes","1Fam","6","5",1974,"Y",1350,0,7,1,"Y",165000
"1776","Lvl","Inside","NAmes","1Fam","4","5",1955,"Y",1005,0,5,1,"Y",115000
"1777","Lvl","Corner","CollgCr","1Fam","5","6",1975,"Y",879,0,5,0,"Y",120000
"1778","Lvl","Inside","Edwards","1Fam","4","5",1946,"N",1242,0,4,0,"N",109900
"1779","Lvl","Inside","Gilbert","1Fam","6","6",1998,"Y",926,678,7,1,"Y",195500
"1780","Lvl","FR2","NoRidge","1Fam","8","5",2000,"Y",1145,1053,9,1,"Y",250000
"1781","Lvl","Inside","BrkSide","1Fam","6","7",1915,"Y",698,698,7,0,"Y",153575
"1782","Lvl","Inside","Somerst","1Fam","7","5",2002,"Y",952,860,7,1,"Y",205000
"1783","HLS","CulDSac","StoneBr","1Fam","10","5",2006,"Y",1426,1519,10,1,"Y",438780
"1784","Lvl","Corner","SawyerW","TwnhsE","6","6",1980,"Y",626,591,6,1,"Y",120000
"1785","Lvl","Inside","Mitchel","1Fam","5","6",1968,"Y",874,0,5,0,"Y",130000
"1786","Lvl","Corner","NridgHt","1Fam","9","5",2006,"Y",1249,1347,9,0,"Y",342643
"1787","Lvl","Corner","OldTown","1Fam","5","5",1920,"N",960,780,6,1,"N",122250
"1788","Lvl","Corner","Crawfor","1Fam","6","9",1988,"Y",1680,0,5,1,"Y",222000
"1789","Lvl","Corner","Somerst","1Fam","8","5",2008,"Y",1836,0,8,1,"Y",264500
"1790","Lvl","FR2","NoRidge","1Fam","8","5",2000,"Y",997,1288,8,1,"Y",248000
"1791","Lvl","Inside","NAmes","1Fam","6","8",1966,"Y",1128,0,5,1,"Y",178000
"1792","Lvl","Inside","CollgCr","1Fam","6","5",2005,"Y",728,728,8,1,"Y",163990
"1793","Lvl","Inside","NAmes","1Fam","6","6",1964,"Y",1251,0,6,2,"Y",160000
"1794","Lvl","Inside","NAmes","1Fam","5","7",1955,"Y",827,0,5,1,"Y",107500
"1795","Lvl","CulDSac","NWAmes","1Fam","6","5",1967,"Y",1724,0,7,1,"Y",197900
"1796","Bnk","Inside","IDOTRR","1Fam","4","6",1920,"Y",432,432,5,0,"N",65000
"1797","Lvl","Inside","Gilbert","1Fam","7","5",1998,"Y",955,677,8,1,"Y",176500
"1798","Lvl","Corner","OldTown","1Fam","6","7",1926,"Y",1149,467,5,0,"Y",152000
"1799","Lvl","Inside","Somerst","1Fam","8","5",2007,"Y",1563,0,6,1,"Y",245000
"1800","Lvl","Inside","CollgCr","1Fam","8","5",2002,"Y",1128,903,7,1,"Y",237000
"1801","Lvl","Corner","NAmes","1Fam","6","6",1964,"Y",1445,0,7,1,"Y",158000
"1802","Lvl","Inside","NridgHt","1Fam","10","5",2003,"Y",2392,0,8,1,"Y",386250
"1803","HLS","Corner","Timber","1Fam","8","5",2006,"Y",1776,0,7,1,"Y",283463
"1804","Lvl","Inside","Crawfor","1Fam","6","5",1969,"Y",1844,0,7,1,"Y",223000
"1805","Lvl","Inside","OldTown","1Fam","6","8",1900,"Y",940,476,7,0,"Y",156500
"1806","Lvl","FR2","Gilbert","1Fam","7","5",1999,"Y",1022,1038,8,1,"Y",214000
"1807","Bnk","Inside","IDOTRR","2fmCon","6","7",1915,"Y",754,649,7,0,"Y",116000
"1808","Lvl","CulDSac","NAmes","1Fam","5","6",1957,"Y",1600,0,6,2,"Y",207500
"1809","Lvl","Inside","StoneBr","1Fam","8","5",2008,"Y",2046,0,7,1,"Y",372500
"1810","Lvl","Inside","Edwards","1Fam","4","6",1954,"Y",997,473,7,0,"Y",135000
"1811","Lvl","Inside","OldTown","1Fam","5","7",1920,"N",846,0,4,0,"N",106000
"1812","Lvl","Inside","Gilbert","1Fam","6","7",1993,"Y",799,772,7,1,"Y",178000
"1813","Lvl","Inside","BrkSide","1Fam","5","8",1908,"Y",936,316,5,0,"Y",127000
"1814","Lvl","CulDSac","NoRidge","1Fam","8","5",1995,"Y",2053,1185,9,1,"Y",410000
"1815","Lvl","Corner","Timber","1Fam","8","6",1981,"Y",1707,0,6,1,"Y",228000
"1816","Lvl","Inside","Somerst","1Fam","8","5",2007,"Y",896,896,8,0,"Y",255000
"1817","Lvl","Inside","ClearCr","1Fam","4","4",1959,"Y",1120,468,7,1,"N",134432
"1818","Lvl","FR2","Gilbert","1Fam","7","5",1999,"Y",1037,1285,8,1,"Y",225000
"1819","Lvl","Inside","Sawyer","1Fam","5","7",1961,"Y",1155,0,6,0,"Y",148000
"1820","Lvl","Corner","SWISU","2fmCon","5","6",1942,"N",778,504,4,0,"Y",108500
"1821","Lvl","Inside","IDOTRR","1Fam","5","6",1915,"Y",880,428,6,0,"Y",120000
"1822","Lvl","Inside","BrkSide","1Fam","5","6",1922,"Y",1048,0,5,1,"Y",113000
"1823","Lvl","Inside","NWAmes","1Fam","6","7",1984,"Y",1140,728,7,1,"Y",178000
"1824","Lvl","Inside","Mitchel","1Fam","8","5",1994,"Y",1803,0,6,2,"Y",285000
"1825","Lvl","Inside","Gilbert","1Fam","5","6",1977,"Y",946,988,6,1,"P",185000
"1826","Lvl","Inside","NAmes","1Fam","5","7",1952,"Y",1929,532,7,2,"Y",197600
"1827","Lvl","Corner","IDOTRR","1Fam","3","3",1918,"N",1020,0,5,0,"N",64500
"1828","Lvl","CulDSac","Greens","TwnhsE","8","5",1981,"Y",1226,0,4,2,"Y",211500
"1829","Lvl","Corner","IDOTRR","1Fam","3","3",1900,"N",797,0,5,0,"N",44000
"1830","Lvl","Inside","Veenker","1Fam","7","5",1981,"Y",1740,0,7,0,"Y",241600
"1831","Lvl","Inside","OldTown","1Fam","7","7",1890,"Y",1313,1182,10,1,"Y",184000
"1832","Lvl","Inside","Edwards","2fmCon","4","4",1941,"N",672,252,5,0,"Y",80000
"1833","Lvl","Inside","CollgCr","1Fam","5","6",1995,"Y",1099,0,6,0,"Y",144000
"1834","Lvl","Corner","NAmes","1Fam","6","5",1962,"Y",1431,0,6,1,"Y",165000
"1835","Lvl","Corner","OldTown","1Fam","6","6",1912,"Y",929,929,8,0,"Y",104000
"1836","Lvl","Inside","Somerst","TwnhsE","8","5",2006,"Y",1151,0,5,0,"Y",166000
"1837","Lvl","Inside","Somerst","1Fam","8","5",2007,"Y",1542,0,6,1,"Y",260261
"1838","Lvl","Corner","Gilbert","1Fam","5","6",1948,"Y",1547,720,7,1,"P",169000
"1839","Lvl","Inside","NAmes","1Fam","7","5",1970,"Y",2207,0,7,1,"Y",180000
"1840","Lvl","Inside","OldTown","1Fam","5","5",1952,"Y",924,0,6,0,"Y",112500
"1841","Lvl","Corner","NAmes","1Fam","6","6",1958,"Y",1329,0,6,0,"Y",172000
"1842","Lvl","Corner","NridgHt","1Fam","8","5",2005,"Y",1158,1218,9,1,"Y",325300
"1843","Lvl","Inside","NAmes","1Fam","5","6",1955,"Y",1411,0,7,1,"Y",130000
"1844","Lvl","Inside","Gilbert","1Fam","6","5",1995,"Y",773,885,8,1,"Y",188000
"1845","Lvl","Inside","Sawyer","1Fam","5","5",1962,"Y",980,0,5,0,"Y",110000
"1846","Lvl","Inside","CollgCr","1Fam","7","5",2005,"Y",1308,568,7,0,"Y",229800
"1847","Lvl","CulDSac","Sawyer","1Fam","6","6",1978,"Y",1040,0,6,1,"Y",160500
"1848","Lvl","Corner","Mitchel","1Fam","5","6",1976,"Y",1178,0,6,0,"Y",135000
"1849","Low","Inside","CollgCr","1Fam","5","5",1972,"Y",894,0,6,0,"Y",123000
"1850","Lvl","Inside","OldTown","1Fam","4","7",1885,"Y",1047,0,6,0,"N",100000
"1851","Lvl","Inside","Edwards","1Fam","3","3",1914,"N",864,0,5,0,"N",67000
"1852","Lvl","CulDSac","Sawyer","1Fam","5","6",1966,"Y",1228,0,6,0,"Y",149350
"1853","Lvl","Inside","Sawyer","1Fam","5","5",1924,"N",872,0,5,1,"N",105000
"1854","Lvl","Inside","Somerst","1Fam","8","5",2006,"Y",1088,871,8,1,"Y",270000
"1855","Lvl","Inside","Crawfor","1Fam","7","8",1930,"Y",567,531,5,1,"Y",148500
"1856","Lvl","Inside","CollgCr","1Fam","7","5",2007,"Y",1208,0,6,0,"Y",195400
"1857","Lvl","Inside","NAmes","1Fam","5","6",1958,"Y",1339,0,6,0,"Y",139000
"1858","Lvl","Inside","IDOTRR","1Fam","5","7",1920,"N",581,530,6,0,"N",101000
"1859","Lvl","Inside","Somerst","1Fam","8","5",2006,"Y",1489,0,7,1,"Y",232600
"1860","Lvl","CulDSac","NWAmes","1Fam","7","6",1986,"Y",1236,857,7,1,"Y",215000
"1861","Lvl","Inside","Timber","1Fam","5","5",2006,"Y",744,700,7,0,"Y",174000
"1862","Lvl","Inside","BrkSide","1Fam","5","5",1948,"Y",1072,213,6,0,"Y",127000
"1863","Lvl","Corner","CollgCr","1Fam","7","5",1996,"Y",1212,780,7,2,"Y",211000
"1864","Low","Inside","ClearCr","1Fam","7","6",1967,"Y",1830,0,6,2,"Y",278000
"1865","Lvl","CulDSac","Edwards","1Fam","4","5",1954,"Y",1383,0,6,0,"Y",122000
"1866","Lvl","Inside","BrkSide","1Fam","6","7",1918,"Y",838,0,5,0,"N",130000
"1867","Lvl","Inside","Somerst","1Fam","8","5",2005,"Y",1116,848,8,1,"Y",252000
"1868","Lvl","Inside","Edwards","1Fam","5","6",1965,"Y",1256,0,6,0,"Y",147500
"1869","Lvl","Corner","NAmes","Duplex","5","5",1948,"Y",928,992,10,0,"Y",137000
"1870","Bnk","Inside","SWISU","1Fam","5","6",1924,"N",1296,0,5,1,"Y",104000
"1871","Lvl","Corner","CollgCr","1Fam","5","6",1975,"Y",969,0,5,0,"Y",122000
"1872","Lvl","Inside","Crawfor","1Fam","7","5",1941,"Y",918,728,7,2,"Y",164000
"1873","HLS","Corner","SWISU","1Fam","6","8",1920,"Y",755,755,6,0,"Y",149000
"1874","Lvl","Corner","SawyerW","1Fam","7","5",1996,"Y",1302,735,8,1,"Y",229000
"1875","Lvl","Inside","NAmes","1Fam","5","7",1959,"Y",1040,0,6,0,"Y",152000
"1876","HLS","Inside","Timber","1Fam","9","5",2007,"Y",1620,0,6,1,"Y",315500
"1877","Lvl","Inside","Gilbert","1Fam","6","5",1998,"Y",943,695,7,2,"Y",192000
"1878","Lvl","Inside","SawyerW","1Fam","6","5",1991,"Y",1294,0,6,0,"Y",179200
"1879","Lvl","Inside","NridgHt","TwnhsE","7","5",2005,"Y",1368,0,6,1,"Y",202500
"1880","Lvl","Corner","NridgHt","1Fam","8","5",2007,"Y",1600,0,7,1,"Y",256300
"1881","Lvl","Inside","Somerst","TwnhsE","6","5",2008,"Y",1726,0,6,1,"Y",222000
"1882","Lvl","Inside","Somerst","TwnhsE","7","5",2004,"Y",600,600,4,0,"Y",155000
"1883","Lvl","Inside","SawyerW","Duplex","5","5",1979,"Y",1114,1114,8,0,"Y",147983
"1884","Low","Inside","CollgCr","1Fam","5","8",1972,"Y",864,0,5,0,"Y",119900
"1885","Lvl","Inside","Edwards","Duplex","5","5",1987,"Y",1200,0,5,0,"Y",179000
"1886","Lvl","Corner","NAmes","1Fam","6","6",1964,"Y",1127,850,9,1,"Y",165000
"1887","Lvl","Inside","Somerst","TwnhsE","6","5",2005,"Y",600,600,5,0,"Y",165000
"1888","Lvl","Inside","NAmes","1Fam","6","8",1964,"Y",1020,831,7,1,"Y",187000
"1889","Lvl","Corner","NridgHt","1Fam","8","5",2003,"Y",1804,886,9,1,"Y",370000
"1890","Lvl","Corner","Timber","1Fam","7","5",2003,"Y",1072,942,9,0,"Y",170000
"1891","Lvl","Corner","NAmes","1Fam","7","6",1966,"Y",1216,941,8,2,"Y",226000
"1892","Lvl","Inside","Timber","1Fam","9","5",2006,"Y",1838,0,8,1,"Y",315000
"1893","Lvl","Inside","CollgCr","1Fam","8","5",2006,"Y",1500,0,7,1,"Y",212999
"1894","Lvl","Inside","NoRidge","1Fam","8","5",1998,"Y",2006,0,5,1,"Y",350000
"1895","Lvl","Inside","Gilbert","1Fam","7","5",1999,"Y",1005,1286,8,1,"Y",230000
"1896","Lvl","Inside","MeadowV","TwnhsE","4","4",1972,"Y",546,546,5,0,"Y",79400
"1897","Bnk","Corner","OldTown","1Fam","7","6",1916,"Y",815,875,7,1,"Y",144000
"1898","Lvl","Inside","Crawfor","1Fam","6","8",1916,"Y",1232,0,6,1,"Y",147500
"1899","Lvl","Inside","Gilbert","1Fam","8","5",2002,"Y",779,640,7,1,"Y",184100
"1900","Lvl","Inside","NAmes","1Fam","6","5",1964,"Y",1425,0,7,1,"Y",180500
"1901","Lvl","Inside","NWAmes","1Fam","6","7",1974,"Y",1548,1066,9,1,"Y",240000
"1902","Bnk","Inside","SWISU","1Fam","5","5",1939,"Y",992,473,6,2,"Y",131000
"1903","Lvl","Inside","NAmes","1Fam","5","7",1958,"Y",912,0,5,0,"Y",120000
"1904","Lvl","Inside","Gilbert","1Fam","6","5",2000,"Y",962,830,8,1,"Y",186500
"1905","Lvl","Inside","Somerst","Twnhs","8","5",1999,"Y",764,677,5,0,"Y",174000
"1906","Lvl","Inside","NAmes","1Fam","5","8",1950,"Y",864,0,5,0,"Y",129000
"1907","Lvl","Inside","NWAmes","1Fam","5","5",1969,"Y",1336,0,6,1,"Y",163000
"1908","Lvl","Inside","IDOTRR","1Fam","3","5",1945,"N",729,0,5,0,"N",51689
"1909","Lvl","FR2","CollgCr","1Fam","7","5",2004,"Y",1414,0,6,0,"Y",185500
"1910","Lvl","Inside","NAmes","1Fam","5","7",1950,"Y",988,0,6,0,"Y",119000
"1911","Lvl","Corner","NAmes","1Fam","7","7",1948,"Y",801,726,6,1,"Y",152500
"1912","Lvl","Inside","OldTown","1Fam","6","8",1928,"Y",720,0,5,0,"Y",105900
"1913","Lvl","Inside","Gilbert","1Fam","7","5",2007,"Y",1302,0,6,0,"Y",176485
"1914","Lvl","Corner","NAmes","1Fam","6","5",1971,"Y",981,0,5,0,"Y",143250
"1915","Lvl","Inside","OldTown","1Fam","7","8",1930,"N",502,502,5,1,"N",105000
"1916","Lvl","Inside","CollgCr","1Fam","8","5",2006,"Y",1466,1362,11,1,"Y",424870
"1917","Lvl","CulDSac","NoRidge","1Fam","7","5",1992,"Y",1166,1129,9,1,"Y",268000
"1918","Lvl","Inside","Somerst","TwnhsE","7","5",2007,"Y",703,689,5,0,"Y",146000
"1919","Lvl","Inside","OldTown","2fmCon","5","3",1910,"N",1128,1128,12,0,"N",76500
"1920","Lvl","Inside","Blmngtn","TwnhsE","7","5",2005,"Y",1248,0,5,0,"Y",167240
"1921","Lvl","FR2","Mitchel","Twnhs","6","5",1998,"Y",1216,0,5,0,"Y",164000
"1922","Lvl","Inside","Gilbert","1Fam","7","5",1990,"Y",1341,0,5,1,"Y",171500
"1923","Lvl","Inside","NWAmes","1Fam","7","5",1988,"Y",980,734,7,1,"Y",196500
"1924","HLS","Inside","StoneBr","TwnhsE","8","5",1993,"Y",1337,0,5,1,"Y",180000
"1925","Lvl","Inside","Mitchel","1Fam","5","8",1982,"Y",816,0,4,0,"Y",138000
"1926","Bnk","Inside","OldTown","2fmCon","7","4",1910,"N",964,925,9,1,"N",122000
"1927","Lvl","Inside","SawyerW","1Fam","4","4",1966,"Y",1056,0,5,0,"Y",107000
"1928","Lvl","Corner","Sawyer","1Fam","5","4",1957,"Y",1803,0,8,1,"Y",155000
"1929","HLS","CulDSac","Crawfor","1Fam","8","5",1986,"Y",2726,0,6,1,"Y",315000
"1930","Lvl","Inside","Edwards","Twnhs","6","5",2004,"Y",970,739,7,0,"Y",130000
"1931","Lvl","Corner","IDOTRR","1Fam","4","6",1957,"Y",1073,0,6,0,"Y",140000
"1932","Lvl","Corner","SawyerW","1Fam","7","5",2005,"Y",1400,0,6,0,"Y",186800
"1933","Lvl","Inside","BrDale","Twnhs","6","5",1972,"Y",483,504,5,1,"Y",94500
"1934","Lvl","CulDSac","Timber","1Fam","6","8",1980,"Y",1375,862,7,1,"Y",204000
"1935","Lvl","FR2","NPkVill","TwnhsE","6","5",1976,"Y",804,744,7,1,"Y",146000
"1936","Lvl","Corner","NAmes","1Fam","7","7",1967,"Y",1898,1080,11,1,"Y",242000
"1937","Lvl","Inside","NAmes","1Fam","6","7",1964,"Y",1092,0,6,0,"Y",145000
"1938","Lvl","Corner","BrkSide","1Fam","5","6",1942,"Y",955,498,7,2,"Y",132000
"1939","Lvl","Inside","CollgCr","1Fam","7","5",2003,"Y",1337,0,6,0,"Y",185000
"1940","Lvl","Inside","NridgHt","1Fam","9","5",2005,"Y",1182,1142,11,2,"Y",345000
"1941","Lvl","Inside","IDOTRR","1Fam","6","6",1930,"Y",768,0,4,0,"N",93850
"1942","Lvl","Inside","OldTown","1Fam","4","7",1890,"Y",1000,544,7,0,"N",138000
"1943","Bnk","Inside","Blueste","TwnhsE","8","5",1988,"Y",1020,0,4,0,"Y",200000
"1944","Lvl","Inside","NridgHt","1Fam","7","5",2003,"Y",1006,1040,8,1,"Y",284000
"1945","Lvl","Inside","MeadowV","TwnhsE","4","4",1970,"Y",546,546,6,0,"Y",88000
"1946","Lvl","Inside","Crawfor","1Fam","7","9",1926,"Y",1276,804,9,2,"Y",234000
"1947","Lvl","Inside","Mitchel","1Fam","6","7",1940,"Y",983,767,7,0,"Y",160000
